"","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050"
"GMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909371851876915,0.868963606734295,0.830217975710431,0.792768945955062,0.760240241470319,0.727965633356484,0.728646132675425,0.730134443499646,0.735795920340629,0.744163172665549,0.75008726196126,0.718307625456279,0.723191069817393,0.726621308165578,0.715134553927434,0.713672633147592,0.682291914944106,0.652959930729996,0.660377126391791,0.664980687563315,0.671728214070509,0.678798750273694,0.683903585910463,0.688588668468119,0.692485151522001,0.696394429161248,0.703009959162317,0.708524742347283,0.713431260111102,0.720668374077036,0.727808901688563,0.733791828236274,0.739466682607933,0.744590624084742,0.749403261642729,0.75379793286372,0.758847525616503,0.763328783100922,0.767691635966961,0.771898408790479,0.775698850620918,0.779849076674198,0.783528657938127,0.787337581777707,0.791053481985036,0.794327940041173,0.79762573461717,0.800818928687347,0.803995468881413,0.807086900471144,0.809684157896678,0.812442245693971,0.815177194995197,0.817713280656598,0.820150618914156,0.822592769244285,0.824988948616204,0.827144442858666,0.829357776545224,0.831397426439275,0.833594911011186,0.835480078629239,0.83753071066979,0.839600303274256,0.841375522817572,0.843169555209491,0.845109226397696,0.847277957437926,0.849002251739891,0.850955580426983,0.85264841453879
"GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133434538829646,0.0340017699838995,0.0535668269140612,0.0725663492314977,0.0900371152479595,0.106741439998444,0.122873874364358,0.138779075887727,0.153925593266004,0.168507262150288,0.182632914428992,0.195885395061104,0.209437503628333,0.527418634013964,0.530507219557484,0.533069413891219,0.535685603013068,0.538507594429786,0.541276109885083,0.543781356545401,0.546258566607361,0.548896427305259,0.551261927587616,0.553515554213312,0.555853443298237,0.557897439896958,0.560014011588202,0.562170114323576,0.564098436321926,0.566144763837097,0.567938810291675,0.569726731241471,0.57158926658937,0.573187246886523,0.574747516176846,0.576391994291892,0.577921940359012,0.57956118825032,0.58103690193138,0.582513234473576,0.583781148385699,0.585223377862641
"GNQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103416799516844,0.0424510107818338,0.0432418796952316,0.0456230830686281,0.044170958551156,0.0427831157269329,0.0412453029493627,0.0396323318437902,0.0383496025688693,0.0371339356467562,0.036318151751102,0.0354044884755581,0.0345580670581982,0.0338272806797121,0.033116638346108,0.0323988170859245,0.0316109251127823,0.0308763778552265,0.0302339136196509,0.0295994470580097,0.0289570351848047,0.0282723110514268,0.0276457793781594,0.0270908513865356,0.0265578885886403,0.124086576554905,0.206391347960393,0.200069433643977,0.194054108970636,0.188325784799201,0.182827735911672,0.177501208936115,0.172401477486662,0.167480144670099,0.162716395861087,0.15811616245562,0.153642063404898,0.149341760913925,0.145114380855652,0.141047920099095,0.13712641181523,0.133290471441121,0.12958698285264,0.125961490618808,0.122469516079429,0.119084248257225,0.115773542959897,0.112580244532854,0.109477358821013,0.106476564651768,0.103571673792896,0.100727632639671,0.0979864129328728,0.0953229146137561,0.0927425068741764,0.0902350969561488,0.087787441558804,0.0854203002529724
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184074799703887,0.177353220569026,0.220495715034102,0.28037909819809,0.270238682156436,0.299241423100518,0.335762921944341,0.337593190936138,0.3411925999995,0.355960374690758,0.364030624022806,0.371296720002577,0.378627243462267,0.42326631854919,0.924568883165445,0.905176644104171,0.890151378066714,0.872384792876339,0.855859762105904,0.840095361705201,0.82485576143525,0.810149942699701,0.796040496677563,0.782584909429053,0.769618968202483,0.75683275925127,0.744637259928549,0.733177715706012,0.722047656193766,0.71125031698402,0.700518287788254,0.6902490800942,0.68048308955665,0.671154052729548,0.661922461902634,0.653005894957326,0.644248798218961,0.635971750762822,0.628043963651626,0.620237939960552,0.612504487609303,0.60503818285251,0.597971970122181,0.59112973236828,0.584582804962717,0.57797651700988,0.571562460352712,0.565550467805624,0.559691022171621,0.55400595416045,0.548272524303779,0.542803222435006,0.537437748292757,0.532283710718744,0.527375396059871
"MLI",0,0.0897586357008751,0.0865542264241127,0.0835953628403619,0.0807278950715942,0.579480063490142,0.558896415810411,0.539853306107369,0.521416598967673,0.794875130394098,0.767119369645971,0.740400235253415,0.71341955724813,0.913086871567419,0.879481736134967,0.847922009680212,0.814373543238077,0.928930297765929,0.894251028450101,0.862577782704606,0.831847579767072,0.92410378147219,0.889150371537461,0.856698576184626,0.825700008016984,0.795426949350529,0.764282017174994,0.736028772305659,0.709816562064025,0.684581725573008,0.660077417764668,0.632731426201368,0.607285914074281,0.583475918876153,0.560524042763423,0.538580328200943,0.513959493663937,0.490922782288182,0.468731280866394,0.447714932638923,0.427360191289214,0.406107868558894,0.386119301045863,0.367151536293037,0.349137033860918,0.33161217555495,0.313820669237479,0.296584176644709,0.661189178906048,0.63173123830309,0.604876390382717,0.578236088108658,0.552971759211341,0.533502251739853,0.51094245884257,0.490888498670021,0.469234637112718,0.44826385134541,0.435519486555667,0.420601996742195,0.407606456132412,0.393010322886377,0.378319605945732,0.37289498351033,0.379987816764258,0.38910224373864,0.487311188654956,0.497700952827924,0.504782887835787,0.763704803297575,0.757896121747136,0.753957436973666,0.747218641590134,0.74108525001078,0.735414483974106,0.729987068531642,0.724916894988837,0.720083065089678,0.715494400909068,0.711203816017698,0.707056310023478,0.702988546352948,0.699185323804722,0.695623409135808,0.692209910788115,0.688888598366131,0.685692659196923,0.68266809264998,0.679765614310807,0.676982907480498,0.674346085578445,0.671790769083739,0.669386719740029,0.66711390574546,0.664905975676375,0.662804089046156,0.660818880241739,0.658906958690018,0.657101737721634,0.655367106936861,0.653700646800654,0.652086777583312,0.650548092524074,0.649098755611115,0.64768553618443,0.646315052704743,0.644969933739375,0.643686300349598,0.642443783369498,0.641251911727781,0.640080883894482
"MRT",0,0.0897586357008751,0.0863219346901526,0.0830403202636624,0.0798015196541281,0.578867093480139,0.556738070673325,0.535610414024585,0.514803759921516,0.791045950403098,0.760962737159238,0.732293342252046,0.703553409737726,0.909861826159181,0.875177423780901,0.84120590180316,0.806922572173209,0.925401340266066,0.888078030223793,0.852791224576014,0.818585488395253,0.917091070204158,0.879640317670364,0.845041013449291,0.811098883876611,0.778566202757521,0.746492986800828,0.716600599471057,0.688696280162422,0.661303939657437,0.635904656088812,0.608618604091509,0.58299258510652,0.559342956940119,0.535611093837628,0.513873564912312,0.49054888276209,0.470104961280196,0.44968969736303,0.430881645979622,0.412166459463024,0.393274960546829,0.37601402425145,0.359075498177399,0.342819337744362,0.327262775364577,0.31281378797483,0.297839866812776,0.284104794905658,0.270694483791524,0.258907090570943,0.245578654790165,0.233531126219976,0.223015853506939,0.21252501578751,0.202501464886793,0.191719687835549,0.183011634932565,0.174096888530193,0.165113296689818,0.157504826839065,0.148363823906802,0.140800428777262,0.133024812459895,0.125894479285728,0.119328400121,0.112554540135346,0.106168832356676,0.0998820714666713,0.0938537679121835,0.0885866992900063,0.0832536164560953,0.0783995693556368,0.0733662221777036,0.0689411543161129,0.0641187135432005,0.0600928643070242,0.0560693448751735,0.0521167684684524,0.0482211900622896,0.0446281693345394,0.0409785971650847,0.117036827718743,0.112196935011922,0.107421274339715,0.102528017612495,0.098203710709972,0.0938616488479003,0.09004647530041,0.0860554816235028,0.0821723947883443,0.0790893270799423,0.0757107306765331,0.0725929980079844,0.0694312634788418,0.0666225380625941,0.0640061947145123,0.0615512602260591,0.059266686973282,0.0569627552899636,0.0547179862236656,0.0528552482048732,0.0509953973550832,0.0493181121203442,0.0476200925540886,0.046035303919865,0.0447277791905145,0.0433657746382828,0.0420871508121414,0.0408262230381206,0.0396241468360144
"NER",0,0.0897586357008751,0.0855999109783676,0.0817906134694685,0.0781083664715611,0.577929394197389,0.551222582447874,0.526698568307884,0.503009767493386,0.785192853863234,0.749215923206107,0.717244567967942,0.687828426682885,0.905609867783729,0.866913710041813,0.831324446176148,0.796439720516702,0.922001728515096,0.882054328878388,0.844722076757144,0.808636144110746,0.913127938674583,0.872327147488325,0.834704068801079,0.79893405210232,0.763879627272229,0.730147709276398,0.698522634288644,0.669015348882262,0.640902724686572,0.614501587287471,0.586925912216895,0.561376994794074,0.537411675122003,0.514633520853324,0.493657864617964,0.47360615087834,0.455149029119865,0.437983428201689,0.421823788741809,0.406450830471576,0.386311602084038,0.367487389356336,0.349732822021873,0.332957594408808,0.317109716286793,0.301980091886083,0.287774123274863,0.275025423707012,0.27335735721659,0.260694414741583,0.248522661680784,0.245434759971954,0.243296778157302,0.240489324614443,0.236962896199937,0.237053285777747,0.225509481068646,0.213700819429461,0.20257080587885,0.191780599493627,0.185727666156553,0.18245546454161,0.181916533932565,0.183624222866739,0.187908471392326,0.193973418720835,0.197354856540606,0.202682400748982,0.212159626283368,0.230036479899301,0.246172364753324,0.255591955160954,0.264524475324886,0.272694809730523,0.280589152112176,0.288852954903577,0.29686040358183,0.304433599527347,0.311656327723937,0.318553573514101,0.325403235294172,0.343969812797955,0.34951884195389,0.354874341937814,0.360045409351404,0.365273194117649,0.370289418954471,0.375105780971898,0.37964828892331,0.384004090209518,0.38868188196801,0.393130490003434,0.397364001381266,0.401377457827381,0.405242288096134,0.409407029139622,0.413396341456038,0.417181993426187,0.420825703055774,0.424284222432813,0.427982126704401,0.431508784875439,0.434855517292641,0.438060032016296,0.441099202913681,0.444306486012976,0.447354685267745,0.450251398822651,0.453023690988252,0.455665020453896
"NGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071858437956525,0.00691056487799722,0.0158948703073111,0.0152659277159194,0.014662846257108,0.0314810269767787,0.0302199098830877,0.0290090377507046,0.0278499453349842,0.0267840950969184,0.0257668246091316,0.0247267378908704,0.0237390208681879,0.0228008608627106,0.0219069834274656,0.0210554304929729,0.0201975638633371,0.0193896796032199,0.198586466295299,0.190954533116815,0.330851516691773,0.318115561365852,0.306246269268016,0.294978405703208,0.284796259862012,0.274820564301547,0.264624124711267,0.254875008539285,0.245546747964556,0.236618582365642,0.228025231782529,0.21913782142269,0.210651059764297,0.20253629286258,0.194733297907856,0.195137611550441,0.200609291048233,0.208905458356397,0.220281502376937,0.229741885342625,0.245894557008263,0.268577871221382,0.28491655406974,0.300958901225612,0.353793484321677,0.400808127580786,0.443434954140517,0.481543981189939,0.51571824623056,0.54640688875748,0.574021017390306,0.580078998839003,0.585816578658026,0.591297409164342,0.596565747887129,0.601650993745657,0.606720716096627,0.611613078949182,0.616320444854858,0.620830684974033,0.625161279139691,0.629467564726088,0.633592980180402,0.63754516419636,0.64134429550039,0.645007557712904,0.648615184510036,0.652086586621068,0.655427233580485,0.658638494285144,0.661737811805916,0.664780036798454,0.667711783526939,0.670538516474758,0.673258132594054,0.675883238819607,0.678476053945703,0.680980604401908,0.683397704366883,0.685728013111879,0.687976704419128
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428944108726175,0.0415124572431549,0.0401890660514467,0.0389161954848475,0.037713567430004,0.0365540915897559,0.035428182365044,0.1241559283145,0.120445235034214,0.252912803837462,0.358276898670777,0.442567883594658,0.510278244326571,0.564929962017777,0.549136590654051,0.533825870045012,0.519103085821352,0.504932959057796,0.491294642715828,0.478138964847873,0.46522786316987,0.452791703031554,0.440797541941488,0.429228346284632,0.418043570695759,0.407011680847689,0.396371098495391,0.38610727674225,0.37615399831538,0.366526872467052,0.357020762011148,0.347839077635891,0.338932326355743,0.330307808928585,0.321926087645421,0.313656257554882,0.305612724101833,0.297831561048215,0.290270324493449,0.282901816558053,0.275556081482741,0.268421554164878,0.26148172404305,0.254715963172732,0.248148943826829
"SEN",0,0.0897586357008751,0.0864556455319099,0.0832933890650903,0.0801896021492186,0.579112563844738,0.557859581166471,0.537521534088629,0.5175999087112,0.792603951390182,0.763781779784958,0.735882076943369,0.709473248447891,0.912236961747298,0.879479047164499,0.847599523468971,0.815440081785634,0.92896795926928,0.893896785449933,0.859937175578957,0.826650049329255,0.920738725844269,0.884400376025245,0.849655803820857,0.815955496966987,0.782344634158289,0.751026194062961,0.721303096123301,0.693551927017682,0.66727068153502,0.642382584314739,0.614910173261887,0.589449730623202,0.565909004029444,0.543437815442227,0.522276279882086,0.496873160327237,0.472924740235603,0.450356650109937,0.428651678894365,0.40808021244236,0.387890815969226,0.445612839186893,0.424918545231183,0.40519474517291,0.385926851168917,0.367667039925393,0.350418091985612,0.363674743578142,0.346545098522557,0.331451214858255,0.316141178049831,0.32377365382414,0.324636463316143,0.327873791874886,0.331078462289091,0.326028392539778,0.322957376252711,0.308218162516932,0.312837907177346,0.315008047465902,0.313722159006309,0.312986336412309,0.586172816056349,0.585086037213336,0.589682808005624,0.598296989212558,0.6039690306028,0.727535306115946,0.728236756063709,0.726736537562285,0.727139889058287,0.729844321209753,0.731978748701146,0.73401437827709,0.735951943503278,0.737800429307281,0.739682534524505,0.741473566462474,0.743186597712007,0.744789363331905,0.746480230997522,0.748115829794866,0.749708507072931,0.751195764623312,0.752579965942807,0.754082202435766,0.755591874380583,0.757049776283073,0.758427035100279,0.759712454291864,0.761114502953308,0.762536582734651,0.763905294779029,0.765217105855323,0.766432142396477,0.767792000120152,0.769134753529752,0.770448577747008,0.771695557934545,0.772883384373264,0.774159613374996,0.77542519449894,0.77668363213889,0.777875418595712,0.778988961539606,0.78017937538319,0.781358549492039,0.782509571407085,0.78361854305853,0.784664989043935
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508874622999565,0.0490224863660784,0.0472496815394405,0.0455182525308706,0.0438097163027738,0.0422008735238377,0.0406691110578003,0.0622771102291343,0.133508136339791,0.152070105333232,0.170028234051941,0.186004398147455,0.200965540366897,0.285197742996801,0.832420590558431,0.831315707504181,0.850001158121972,0.848447883054811,0.8470330835384,0.845650804257387,0.844337763154656,0.843070582231795,0.841865717427935,0.840710245597174,0.839584770580365,0.838411991531842,0.837342998570303,0.836376916059549,0.835421057356698,0.834459719972377,0.833472164784743,0.832570616920132,0.831714598490075,0.830881994166938,0.8300545641124,0.829216842806111,0.828450366172754,0.827724921837036,0.827018439074158,0.826313435737937,0.825604437216415,0.824939262325641,0.824329072966194,0.823733009516174,0.823124220370469,0.822513567420842,0.821946790281662,0.821428706963897,0.820897307036615,0.820372763483325,0.819834922363617,0.819332356872771,0.818868978373971,0.81840504935746,0.817935127559892
"SOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SSD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299186476974092,0.028928564832266,0.0279682966667356,0.0270502279207922,0.0262037904136115,0.0253885390752143,0.0245988515196513,0.0238347593520985,0.0230952033355366,0.0223833176500302,0.0216995413653997,0.0210423459207616,0.0203885019974068,0.0197700867264557,0.0191798001618522,0.0186092408869942,0.324939609169243,0.522521342126148,0.508230626816128,0.49441334001152,0.481151240219502,0.468437361688226,0.456054156438694,0.444126406705317,0.432622253630645,0.421518176390923,0.410790244959939,0.400231045793665,0.390037220949101,0.380205874179568,0.370680073991025,0.361465227553856,0.352366695530596,0.343573666217431,0.335051714695603,0.326797046228691,0.318778729848899,0.310882690266363,0.303197951855661,0.295761943196422,0.288540058997492,0.281507085669206,0.274516621889272,0.267728420813537,0.261124329340464,0.254687050920678,0.248440321773485
"TCD",0,0,0,0,0,0,0.0620256975893214,0.0599259380936048,0.0579932166544542,0.609392048757779,0.588785055056102,0.568953751472738,0.54830874968271,0.867426363525894,0.835848086191425,0.806191338650429,0.775240880505246,0.916062469006606,0.8824398913695,0.851624179465109,0.821654976328108,0.920564649668356,0.886732365548014,0.854921963237145,0.823984078829124,0.794066089903179,0.764461230711471,0.736731225671657,0.710642434387109,0.685560833964625,0.660985815885564,0.635017375253767,0.609968132436598,0.586272995183157,0.563410588850691,0.541545517169687,0.518136820076499,0.496455531058204,0.475625851504373,0.455706238007484,0.436294527598409,0.416564548225459,0.398217081377376,0.380271335487041,0.363354035306177,0.346714091968762,0.330133502542662,0.314712914449566,0.299674958816826,0.285218035764654,0.272889764765592,0.259097748590467,0.246041290986235,0.243841800480517,0.238146873589697,0.237800143967254,0.225120059011869,0.213278213015483,0.207534751972234,0.20146954425318,0.20364023900963,0.204199187771166,0.203800665709318,0.202696376224585,0.199936682726219,0.199092206473952,0.20183082398653,0.207573322987526,0.212448473767763,0.214507281355083,0.216354814875943,0.219368860494736,0.221317953668109,0.223380113957973,0.264976945056606,0.265350091950165,0.266197907684329,0.266958222913248,0.26775936254791,0.268436207871013,0.269070308237178,0.478274146209945,0.472368910383328,0.466793688896134,0.461417090397115,0.456381451263006,0.451697097000273,0.447240940991861,0.443030889401341,0.438954189102678,0.435085661911974,0.431447442007723,0.427985832996284,0.42466666016139,0.421503759181905,0.41848353058235,0.415669751419915,0.41303179746942,0.410501461498788,0.408031454271773,0.405676043000537,0.403518823877083,0.401495141384912,0.399552597314942,0.397664900487355,0.395815735507268,0.394158703305758,0.392571252108925,0.3910580892644,0.389557027724639,0.388135681415067
"TGO",0,0,0.0448018461747685,0.0431554648286451,0.0415908983305749,0.521816783447394,0.50261596816064,0.484415862871653,0.466489569305128,0.977676201613208,0.941778859650381,0.906832856821268,0.872254699941503,0.975723459922637,0.939624581704525,0.905003116674204,0.869519467545342,0.969831622562607,0.933123422742047,0.897913441424643,0.862962029833971,0.961066994470185,0.923845134787258,0.88828322521176,0.85293463053421,0.816866459509659,0.783657384890254,0.752741754328142,0.722902483460399,0.69385602766435,0.667542661017658,0.638420385826343,0.611741156885268,0.586140846349482,0.562295310740121,0.539085546579689,0.514652843723087,0.492478237915907,0.471295637379427,0.451165318437724,0.431073496334453,0.410951071559265,0.392218999481708,0.375535936378821,0.358334400497374,0.342760139103739,0.326568860405366,0.311551806490336,0.297172697740334,0.284234003860319,0.272542510340075,0.259410732736663,0.247924104965252,0.250736934042315,0.243783039531742,0.232805958422853,0.222404791507701,0.211689541418813,0.201826520035838,0.192618868759043,0.183797650586797,0.175478746278614,0.167018684633072,0.15925343807634,0.152031169925333,0.145217900909871,0.156600129908059,0.173323110287524,0.942772022359173,0.93308118450601,0.924107526211062,0.915448080294508,0.907460849175585,0.899770193088689,0.892476735569148,0.885523032411471,0.878517971213158,0.871910026095742,0.865598008363045,0.859535957651036,0.853706707442729,0.847896724665255,0.842351352786442,0.836942022537227,0.831747061509861,0.826761743167171,0.821827659572138,0.817104633106128,0.812528110760465,0.808051066197941,0.803828184204385,0.799629867145624,0.79546552235654,0.791568280541927,0.787745366705718,0.784044348045029,0.780359158953142,0.776849435771229,0.773343309695967,0.770062782485827,0.766782927036402,0.763581813397105,0.760447015611991,0.757369797172693,0.754416305575939,0.751570795486744,0.748654114802532,0.745821550789356,0.743114015635971,0.740466546159011,0.737825362318877
"TZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197144766841068,0.0189129418828915,0.0181415825313638,0.0173969949042987,0.108601426484315,0.185215620731556,0.17803245660957,0.17112515601396,0.164590541964348,0.158381681723824,0.152500081650062,0.14690268214807,0.141552038305387,0.136430278575276,0.131408946452081,0.126616746688878,0.122047506356591,0.117678088668131,0.113494358366801,0.109367554357284,0.105440853597147,0.101683395952439,0.0980848359393097,0.0946373477048764,0.091246962692683,0.0880095090329573,0.0849099927044132,0.0819377540312935,0.079092595093099,0.0763024642944636,0.0736294910319193,0.0710658758576282,0.0686072944622263,0.0662367441796435,0.0639328657404236,0.0617085767546965,0.0595710448722665,0.0575178741254617,0.0555360773319144
